name,name,info,img,douban,imdb,rt_tm,rt_ad,related_fb_post
真・三國無雙 Dynasty Warriors,真・三國無雙 Dynasty Warriors,"
                                　　電影根據同名遊戲改編，講述了動盪的東漢末年，漢室搖搖欲墜，董卓入京霸佔朝野，引起天下動盪，身懷絕世武藝的曹操、呂布、劉備、關羽、張飛等各路英雄豪傑紛紛崛起，一場群雄逐鹿的大混戰正式拉開序幕。在亂世中，到底誰才是真正的無雙英雄……
                        ",None,3.9,4.8,30%,30%,[]
魔物獵人 Monster Hunter,魔物獵人 Monster Hunter,"
                                　　當一艘外星監獄飛船在加州沙漠墜毀時，釋放出一個又一個怪物，他們迅速消滅了試圖阻止他們的軍隊。 現在阻止外星人的唯一希望，在於政府一個專門研究外星武器的祕密分支-怪物獵人聯盟。 但由於這個團隊未經實戰檢驗，地球之戰將會非常殘酷。
                        ",None,5.1,5.3,45%,45%,[]
玩命關頭：特別行動 Fast & Furious Presents: Hobbs & Shaw,玩命關頭：特別行動 Fast & Furious Presents: Hobbs & Shaw,Nothing,None,Nothing,Nothing,Nothing,Nothing,[]
經典恐怖故事 A Classic Horror Story,經典恐怖故事 A Classic Horror Story,"
                                    　　Five carpoolers travel in a motorhome to reach a common destination. Night falls, and to avoid a dead animal carcass, they crash into a tree. When they come to their senses, they find themselves in the middle of nowhere. The road they were traveling on has disappeared and there is only a dense, impenetrable forest and a wooden house in the middle of a clearing, which they disco...
                            ",None,4.7,5.7,50%,50%,[]
恐懼大街 1：1994 Fear Street Part One: 1994,恐懼大街 1：1994 Fear Street Part One: 1994,"
                                　　1994 年，一群青少年發現，發生在小鎮幾代人身上的恐怖事件之間可能存在某種關聯，並且他們恐怕就是下一個犧牲品。《恐懼街》改編自 R·L·史坦恩的暢銷恐怖系列，本劇揭開了蔭城的險惡歷史，這段長達 300 年的歷史已成為小鎮人漫長的夢魘。
                        ",None,5.9,6.2,Nothing,Nothing,[]
恐懼大街 2：1978 Fear Street Part Two: 1978,恐懼大街 2：1978 Fear Street Part Two: 1978,"
                                　　在遭到詛咒的陰暗小鎮上，殺人魔連續殺人，夜翼營人心惶惶，原本的歡樂夏日頓時成為恐怖的求生血戰。
                        ",None,6.5,6.7,88%,88%,[]
恐懼大街3：1666 Fear Street Part Three: 1666,恐懼大街3：1666 Fear Street Part Three: 1666,"
                                　　這個夜晚將永遠改變蔭城居民的生活：今夜，歷史將重演，而薩拉·菲爾詛咒的起源也終將浮出水面。
                        ",None,7.2,6.6,Nothing,Nothing,[]
屍戰朝鮮：雅信傳 Kingdom: Ashin of the North,屍戰朝鮮：雅信傳 Kingdom: Ashin of the North,Nothing,None,Nothing,7.0,Nothing,Nothing,[]
血色天劫 Blood Red Sky,血色天劫 Blood Red Sky,"
                                　　恐怖分子企圖劫持橫越大西洋的夜間班機，身懷怪病的女子因而被迫親上火線。為了保護兒子，她必須讓黑暗的祕密曝光，釋放出她一直設法壓抑在體內的怪物。
                        ",None,6.4,6.1,80%,80%,[]
神劍闖江湖 最終章：The Beginning,神劍闖江湖 最終章：The Beginning,"
                                　　幕府時代末期，外憂內患，山河動盪，百姓生活困苦，且生命時刻受到威脅。少年心太因其善良純潔之心感動飛天御劍流高手比古清十郎，被其收入門下學習劍法，更名劍心。
                                    
                                　　在國家危難之際，年輕的劍心懷揣改變時代的夢想下山，加入奇兵隊，日後更被桂小五郎納入麾下，以劊子手的身份為時代的變革盡一份綿薄之力。年僅15歲的劍心接連刺殺多名政府要員，令對手聞風喪膽，直到某一天，一名下級武士在他的臉上留下一道無法癒合的傷疤。
                                    
                                　　來至京都尋找愛人的雪代巴邂逅了劍心，正是眼前這名瘦弱的男子將愛人從她的生命中帶走。巴走入劍心的生活，隨之經歷了政治鬥爭的血雨腥風和田園鄉下的寧靜淡雅。也許她正是劍心那把狂舞之刀的刀鞘，但在大時代的背景之下，兩個人的渺小幸福一觸即碎……
                        ",None,8.4,6.1,Nothing,Nothing,[]
末代傭兵 The Last Mercenary,末代傭兵 The Last Mercenary,Nothing,None,Nothing,5.3,Nothing,Nothing,[]
血色蝗災 The Swarm,血色蝗災 The Swarm,"
                                　　故事講述一位單身母親努力使自己的蝗蟲農場拔地而起，直到她發現這些蝗蟲會在人類的血液中茁壯成長。該片曾入選今年戛納電影節影評人週單元。
                        ",None,4.6,5.3,86%,86%,[]
我沒有談的那場戀愛 I Missed You,我沒有談的那場戀愛 I Missed You,"
                                　　故事講述一位被工作淹沒、對未來根本沒有時間去想象的女人，她麻痺的人生被一個總是在生活裡找樂子、行事放蕩不羈的直播男子打擾後，產生了一連串的發酵過程。
                        ",None,5.8,5.7,88%,88%,[]
厄運假期 Buckett,厄運假期 Buckett,"
                                　　美籍遊客貝克特在希臘發生嚴重車禍後，發現自己莫名身處一場危險政治陰謀的核心。為了保命，他被迫展開逃亡。
                        ",None,6.0,5.6,Nothing,Nothing,[]
當男人戀愛時 Man In Love,當男人戀愛時 Man In Love,"
                                　　當男人戀愛時會是什麼樣子？以討債為生的小混混阿成（邱澤 飾）看似凶狠卻本性善良，遇到了欠債人的女兒浩婷（許瑋甯 飾）後，對浩婷一見鍾情的阿成開始變得溫柔又幼稚，笨拙地為浩婷打點一切。就在浩婷終於卸下防備接受追求的時候，他們之間卻遭遇了接二連三的變故，阿成默默承受著一切。阿成最終也沒有忘記告訴浩婷那句藏在心底的表白：第一次見到你，我就喜歡你了。
                        ",None,6.3,5.6,--,--,[]
護女煞星 Sweet Girl,護女煞星 Sweet Girl,"
                                　　愛家男子雷·庫珀發誓要讓製藥公司付出代價，因為在他的妻子（阿德里婭·阿霍納飾）死於癌症之前，該公司將一種或能救命的藥物從市場上撤下。然而，這場真相探尋之旅卻讓他和女兒瑞秋（伊莎貝拉·梅塞德飾）陷入險境，自此雷的任務變成了復仇，以保護自己唯一的家人。
                        ",None,5.5,5.5,20%,20%,[]
SAS：黑天鵝崛起,SAS：黑天鵝崛起,"
                                　　一支由拉茲洛·安東諾夫領導的訓練有素的罪犯組成的小部隊在英吉利海峽深處劫持了“歐洲之星”。
                        ",https://upload.wikimedia.org/wikipedia/zh/e/e3/Sas_red_notice_film_poster.png,5.4,5.2,50%,50%,[]
絕命凱特 Kate,絕命凱特 Kate,Nothing,None,Nothing,5.2,45%,45%,[]
接線追緝 The Guilty,接線追緝 The Guilty,"
                                　　該電影背景設定在 911 緊急呼叫中心的一個早上。呼叫接線員喬·貝勒（吉倫哈爾飾）試圖拯救一名危在旦夕的呼叫者，但他很快發現事實並非如此，而面對真相是擺脫困境的唯一辦法。
                        ",None,6.5,6.3,Nothing,Nothing,[]
詭異入侵 There’s Someone Inside Your House,詭異入侵 There’s Someone Inside Your House,"
                                    　　Netflix拿下Stephanie Perkins所著暢銷小說《你房裡有人》(There’s Someone Inside Your House)的電影改編權，溫子仁的Atomic Monster和肖恩·利維的21 Laps製片公司參與制作。亨利·蓋登(《沙贊》《地球迴音》)改編劇本，講述年輕女孩Makani Young從夏威夷去到內布拉斯加與祖母一起生活，結交了一群新朋友，愛上了一個神祕的局外人Ollie Larsson，但她以前在夏威夷的生活依舊難以忘懷。不久後，她的高中朋友們開始莫名其妙的在一系列可怕的謀殺案中喪生，沒人知道誰是下一個。雖然恐懼加劇，她對Ollie的感情越來越強烈，被迫直面內心的黑暗祕密。風格類似1980年代的恐怖電影與約翰·休斯的成長記事電影相結合，Michael Clear＆ Michael Clear (《安娜貝爾2》《...
                            ",None,4.4,Nothing,48%,48%,[]
禁忌世代：依戀 After We Fell,禁忌世代：依戀 After We Fell,"
                                　　[之後3]講述Tessa的生活開始變得撲朔迷離，一切都不像她想象的那樣。她唯一可以依靠的人Hardin發現她一直保守的巨大祕密時，Hardin非常憤怒。而他非但沒有理解，反而搞起了破壞。
                        ",None,5.6,Nothing,0%,0%,[]
神偷大軍 Army of Thieves,神偷大軍 Army of Thieves,"
                                　　本片為《活死人軍團》的盛大前傳，講述小鎮出身的銀行員迪特接受神祕女子的招募，加入一支劫案團隊。這個團隊的成員全是遭國際刑警通緝的罪犯，目標是攻破歐洲各地最安全的傳奇保險箱，迪特就此捲入畢生難遇的刺激冒險。
                        ",None,6.2,6.4,Nothing,Nothing,[]
紅色通緝令 Red Notice,紅色通緝令 Red Notice,"
                                    　　當國際刑警發佈的紅色通緝令（追捕世界頭號通緝犯的最高級別通緝令）出爐時，聯邦調查局的頂尖犯罪側寫師約翰·哈特利（道恩·強森飾）正在調查此案。在調查一起大膽的搶劫案中，約翰陷入了困境，被迫與世界頭號藝術品大盜諾蘭·布斯（瑞安·雷諾茲飾）合作，以抓捕世界頭號通緝的藝術品竊賊“主教”（蓋爾·加朵飾）。激動人心的冒險之旅將帶領三人環遊世界，他們的經歷包括穿過舞池、被困在一個隱蔽的監獄、進入叢林，最糟糕的是，他們彼此間的默契不斷增加。裡圖·阿亞和克里斯·迪亞曼託波洛斯加入了全明星陣容。《紅色通緝令》由羅森·馬歇爾·瑟伯（《烏龍特工》和《摩天營救》）擔任導演和編劇，製片人團隊包括 Seven Bucks Productions 的海拉姆·加西亞、道恩·強森和丹妮·加西亞，Flynn Picture Co. 的比尤·弗林，以及 Bad Version, Inc. ...
                            ",None,6.3,Nothing,Nothing,Nothing,[]
公主鬧雙包：浪漫星空 The Princess Switch 3: Romancing the Star,公主鬧雙包：浪漫星空 The Princess Switch 3: Romancing the Star,Nothing,None,Nothing,5.5,Nothing,Nothing,[]
